図鑑No.,名前,登録済み？,詳細ページ,備考
18,ピジョット,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%94%E3%82%B8%E3%83%A7%E3%83%83%E3%83%88,
19,コラッタ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%B3%E3%83%A9%E3%83%83%E3%82%BF,
19,コラッタ(アローラのすがた),FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%B3%E3%83%A9%E3%83%83%E3%82%BF,
20,ラッタ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%A9%E3%83%83%E3%82%BF,
20,ラッタ(アローラのすがた),FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%A9%E3%83%83%E3%82%BF,
21,オニスズメ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%AA%E3%83%8B%E3%82%B9%E3%82%BA%E3%83%A1,
22,オニドリル,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%AA%E3%83%8B%E3%83%89%E3%83%AA%E3%83%AB,
23,アーボ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%A2%E3%83%BC%E3%83%9C,
24,アーボック,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%A2%E3%83%BC%E3%83%9C%E3%83%83%E3%82%AF,
25,ピカチュウ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%94%E3%82%AB%E3%83%81%E3%83%A5%E3%82%A6,
26,ライチュウ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%A9%E3%82%A4%E3%83%81%E3%83%A5%E3%82%A6,
26,ライチュウ(アローラのすがた),FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%A9%E3%82%A4%E3%83%81%E3%83%A5%E3%82%A6,
27,サンド,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%B5%E3%83%B3%E3%83%89,
27,サンド(アローラのすがた),FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%B5%E3%83%B3%E3%83%89,
28,サンドパン,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%B5%E3%83%B3%E3%83%89%E3%83%91%E3%83%B3,
28,サンドパン(アローラのすがた),FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%B5%E3%83%B3%E3%83%89%E3%83%91%E3%83%B3,
29,ニドラン♀,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%8B%E3%83%89%E3%83%A9%E3%83%B3%E2%99%80,
30,ニドリーナ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%8B%E3%83%89%E3%83%AA%E3%83%BC%E3%83%8A,
31,ニドクイン,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%8B%E3%83%89%E3%82%AF%E3%82%A4%E3%83%B3,
32,ニドラン♂,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%8B%E3%83%89%E3%83%A9%E3%83%B3%E2%99%82,
33,ニドリーノ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%8B%E3%83%89%E3%83%AA%E3%83%BC%E3%83%8E,
34,ニドキング,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%8B%E3%83%89%E3%82%AD%E3%83%B3%E3%82%B0,
35,ピッピ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%94%E3%83%83%E3%83%94,
36,ピクシー,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%94%E3%82%AF%E3%82%B7%E3%83%BC,
37,ロコン,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%AD%E3%82%B3%E3%83%B3,
37,ロコン(アローラのすがた),FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%AD%E3%82%B3%E3%83%B3,
38,キュウコン,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%AD%E3%83%A5%E3%82%A6%E3%82%B3%E3%83%B3,
38,キュウコン(アローラのすがた),FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%AD%E3%83%A5%E3%82%A6%E3%82%B3%E3%83%B3,
39,プリン,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%97%E3%83%AA%E3%83%B3,
40,プクリン,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%97%E3%82%AF%E3%83%AA%E3%83%B3,
41,ズバット,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%BA%E3%83%90%E3%83%83%E3%83%88,
42,ゴルバット,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%B4%E3%83%AB%E3%83%90%E3%83%83%E3%83%88,
43,ナゾノクサ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%8A%E3%82%BE%E3%83%8E%E3%82%AF%E3%82%B5,
44,クサイハナ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%AF%E3%82%B5%E3%82%A4%E3%83%8F%E3%83%8A,
45,ラフレシア,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%A9%E3%83%95%E3%83%AC%E3%82%B7%E3%82%A2,
46,パラス,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%91%E3%83%A9%E3%82%B9,
47,パラセクト,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%91%E3%83%A9%E3%82%BB%E3%82%AF%E3%83%88,
48,コンパン,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%B3%E3%83%B3%E3%83%91%E3%83%B3,
49,モルフォン,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%A2%E3%83%AB%E3%83%95%E3%82%A9%E3%83%B3,
50,ディグダ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%87%E3%82%A3%E3%82%B0%E3%83%80,
50,ディグダ(アローラのすがた),FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%87%E3%82%A3%E3%82%B0%E3%83%80,
51,ダグトリオ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%80%E3%82%B0%E3%83%88%E3%83%AA%E3%82%AA,
51,ダグトリオ(アローラのすがた),FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%80%E3%82%B0%E3%83%88%E3%83%AA%E3%82%AA,
52,ニャース,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%8B%E3%83%A3%E3%83%BC%E3%82%B9,
52,ニャース(アローラのすがた),FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%8B%E3%83%A3%E3%83%BC%E3%82%B9,
52,ニャース(ガラルのすがた),FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%8B%E3%83%A3%E3%83%BC%E3%82%B9,
53,ペルシアン,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%9A%E3%83%AB%E3%82%B7%E3%82%A2%E3%83%B3,
53,ペルシアン(アローラのすがた),FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%9A%E3%83%AB%E3%82%B7%E3%82%A2%E3%83%B3,
54,コダック,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%B3%E3%83%80%E3%83%83%E3%82%AF,
55,ゴルダック,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%B4%E3%83%AB%E3%83%80%E3%83%83%E3%82%AF,
56,マンキー,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%9E%E3%83%B3%E3%82%AD%E3%83%BC,
57,オコリザル,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%AA%E3%82%B3%E3%83%AA%E3%82%B6%E3%83%AB,
58,ガーディ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%AC%E3%83%BC%E3%83%87%E3%82%A3,
58,ガーディ(ヒスイのすがた),FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%AC%E3%83%BC%E3%83%87%E3%82%A3,
59,ウインディ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%A6%E3%82%A4%E3%83%B3%E3%83%87%E3%82%A3,
59,ウインディ(ヒスイのすがた),FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%A6%E3%82%A4%E3%83%B3%E3%83%87%E3%82%A3,
60,ニョロモ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%8B%E3%83%A7%E3%83%AD%E3%83%A2,
61,ニョロゾ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%8B%E3%83%A7%E3%83%AD%E3%82%BE,
62,ニョロボン,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%8B%E3%83%A7%E3%83%AD%E3%83%9C%E3%83%B3,
63,ケーシィ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%B1%E3%83%BC%E3%82%B7%E3%82%A3,
64,ユンゲラー,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%A6%E3%83%B3%E3%82%B2%E3%83%A9%E3%83%BC,
65,フーディン,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%95%E3%83%BC%E3%83%87%E3%82%A3%E3%83%B3,
66,ワンリキー,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%AF%E3%83%B3%E3%83%AA%E3%82%AD%E3%83%BC,
67,ゴーリキー,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%B4%E3%83%BC%E3%83%AA%E3%82%AD%E3%83%BC,
68,カイリキー,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%AB%E3%82%A4%E3%83%AA%E3%82%AD%E3%83%BC,
69,マダツボミ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%9E%E3%83%80%E3%83%84%E3%83%9C%E3%83%9F,
70,ウツドン,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%A6%E3%83%84%E3%83%89%E3%83%B3,
71,ウツボット,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%A6%E3%83%84%E3%83%9C%E3%83%83%E3%83%88,
72,メノクラゲ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%A1%E3%83%8E%E3%82%AF%E3%83%A9%E3%82%B2,
73,ドククラゲ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%89%E3%82%AF%E3%82%AF%E3%83%A9%E3%82%B2,
74,イシツブテ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%A4%E3%82%B7%E3%83%84%E3%83%96%E3%83%86,
74,イシツブテ(アローラのすがた),FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%A4%E3%82%B7%E3%83%84%E3%83%96%E3%83%86,
75,ゴローン,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%B4%E3%83%AD%E3%83%BC%E3%83%B3,
75,ゴローン(アローラのすがた),FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%B4%E3%83%AD%E3%83%BC%E3%83%B3,
76,ゴローニャ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%B4%E3%83%AD%E3%83%BC%E3%83%8B%E3%83%A3,
76,ゴローニャ(アローラのすがた),FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%B4%E3%83%AD%E3%83%BC%E3%83%8B%E3%83%A3,
77,ポニータ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%9D%E3%83%8B%E3%83%BC%E3%82%BF,
77,ポニータ (ガラルのすがた),FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%9D%E3%83%8B%E3%83%BC%E3%82%BF,
78,ギャロップ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%AE%E3%83%A3%E3%83%AD%E3%83%83%E3%83%97,
78,ギャロップ(ガラルのすがた),FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%AE%E3%83%A3%E3%83%AD%E3%83%83%E3%83%97,
79,ヤドン,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%A4%E3%83%89%E3%83%B3,
79,ヤドン(ガラルのすがた),FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%A4%E3%83%89%E3%83%B3,
80,ヤドラン,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%A4%E3%83%89%E3%83%A9%E3%83%B3,
80,ヤドラン(ガラルのすがた),FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%A4%E3%83%89%E3%83%A9%E3%83%B3,
81,コイル,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%B3%E3%82%A4%E3%83%AB,
82,レアコイル,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%AC%E3%82%A2%E3%82%B3%E3%82%A4%E3%83%AB,
83,カモネギ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%AB%E3%83%A2%E3%83%8D%E3%82%AE,
83,カモネギ(ガラルのすがた),FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%AB%E3%83%A2%E3%83%8D%E3%82%AE,
84,ドードー,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%89%E3%83%BC%E3%83%89%E3%83%BC,
85,ドードリオ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%89%E3%83%BC%E3%83%89%E3%83%AA%E3%82%AA,
86,パウワウ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%91%E3%82%A6%E3%83%AF%E3%82%A6,
87,ジュゴン,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%B8%E3%83%A5%E3%82%B4%E3%83%B3,
88,ベトベター,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%99%E3%83%88%E3%83%99%E3%82%BF%E3%83%BC,
88,ベトベター(アローラのすがた),FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%99%E3%83%88%E3%83%99%E3%82%BF%E3%83%BC,
89,ベトベトン,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%99%E3%83%88%E3%83%99%E3%83%88%E3%83%B3,
89,ベトベトン(アローラのすがた),FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%99%E3%83%88%E3%83%99%E3%83%88%E3%83%B3,
90,シェルダー,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%B7%E3%82%A7%E3%83%AB%E3%83%80%E3%83%BC,
91,パルシェン,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%91%E3%83%AB%E3%82%B7%E3%82%A7%E3%83%B3,
92,ゴース,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%B4%E3%83%BC%E3%82%B9,
93,ゴースト,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%B4%E3%83%BC%E3%82%B9%E3%83%88,
94,ゲンガー,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%B2%E3%83%B3%E3%82%AC%E3%83%BC,
95,イワーク,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%A4%E3%83%AF%E3%83%BC%E3%82%AF,
96,スリープ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%B9%E3%83%AA%E3%83%BC%E3%83%97,
97,スリーパー,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%B9%E3%83%AA%E3%83%BC%E3%83%91%E3%83%BC,
98,クラブ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%AF%E3%83%A9%E3%83%96,
99,キングラー,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%AD%E3%83%B3%E3%82%B0%E3%83%A9%E3%83%BC,
100,ビリリダマ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%93%E3%83%AA%E3%83%AA%E3%83%80%E3%83%9E,
100,ビリリダマ(ヒスイのすがた),FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%93%E3%83%AA%E3%83%AA%E3%83%80%E3%83%9E,
101,マルマイン,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%9E%E3%83%AB%E3%83%9E%E3%82%A4%E3%83%B3,
101,マルマイン(ヒスイのすがた),FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%9E%E3%83%AB%E3%83%9E%E3%82%A4%E3%83%B3,
102,タマタマ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%BF%E3%83%9E%E3%82%BF%E3%83%9E,
103,ナッシー,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%8A%E3%83%83%E3%82%B7%E3%83%BC,
103,ナッシー(アローラのすがた),FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%8A%E3%83%83%E3%82%B7%E3%83%BC,
104,カラカラ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%AB%E3%83%A9%E3%82%AB%E3%83%A9,
105,ガラガラ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%AC%E3%83%A9%E3%82%AC%E3%83%A9,
105,ガラガラ(アローラのすがた),FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%AC%E3%83%A9%E3%82%AC%E3%83%A9,
106,サワムラー,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%B5%E3%83%AF%E3%83%A0%E3%83%A9%E3%83%BC,
107,エビワラー,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%A8%E3%83%93%E3%83%AF%E3%83%A9%E3%83%BC,
108,ベロリンガ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%99%E3%83%AD%E3%83%AA%E3%83%B3%E3%82%AC,
109,ドガース,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%89%E3%82%AC%E3%83%BC%E3%82%B9,
110,マタドガス,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%9E%E3%82%BF%E3%83%89%E3%82%AC%E3%82%B9,
110,マタドガス(ガラルのすがた),FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%9E%E3%82%BF%E3%83%89%E3%82%AC%E3%82%B9,
111,サイホーン,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%B5%E3%82%A4%E3%83%9B%E3%83%BC%E3%83%B3,
112,サイドン,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%B5%E3%82%A4%E3%83%89%E3%83%B3,
113,ラッキー,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%A9%E3%83%83%E3%82%AD%E3%83%BC,
114,モンジャラ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%A2%E3%83%B3%E3%82%B8%E3%83%A3%E3%83%A9,
115,ガルーラ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%AC%E3%83%AB%E3%83%BC%E3%83%A9,
116,タッツー,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%BF%E3%83%83%E3%83%84%E3%83%BC,
117,シードラ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%B7%E3%83%BC%E3%83%89%E3%83%A9,
118,トサキント,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%88%E3%82%B5%E3%82%AD%E3%83%B3%E3%83%88,
119,アズマオウ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%A2%E3%82%BA%E3%83%9E%E3%82%AA%E3%82%A6,
120,ヒトデマン,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%92%E3%83%88%E3%83%87%E3%83%9E%E3%83%B3,
121,スターミー,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%B9%E3%82%BF%E3%83%BC%E3%83%9F%E3%83%BC,
122,バリヤード,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%90%E3%83%AA%E3%83%A4%E3%83%BC%E3%83%89,
122,バリヤード(ガラルのすがた),FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%90%E3%83%AA%E3%83%A4%E3%83%BC%E3%83%89,
123,ストライク,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%B9%E3%83%88%E3%83%A9%E3%82%A4%E3%82%AF,
124,ルージュラ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%AB%E3%83%BC%E3%82%B8%E3%83%A5%E3%83%A9,
125,エレブー,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%A8%E3%83%AC%E3%83%96%E3%83%BC,
126,ブーバー,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%96%E3%83%BC%E3%83%90%E3%83%BC,
127,カイロス,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%AB%E3%82%A4%E3%83%AD%E3%82%B9,
128,ケンタロス,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%B1%E3%83%B3%E3%82%BF%E3%83%AD%E3%82%B9,
128,ケンタロス(パルデアのすがた),FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%B1%E3%83%B3%E3%82%BF%E3%83%AD%E3%82%B9,
128,ケンタロス(パルデアのすがた),FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%B1%E3%83%B3%E3%82%BF%E3%83%AD%E3%82%B9,
128,ケンタロス(パルデアのすがた),FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%B1%E3%83%B3%E3%82%BF%E3%83%AD%E3%82%B9,
129,コイキング,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%B3%E3%82%A4%E3%82%AD%E3%83%B3%E3%82%B0,
130,ギャラドス,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%AE%E3%83%A3%E3%83%A9%E3%83%89%E3%82%B9,
131,ラプラス,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%A9%E3%83%97%E3%83%A9%E3%82%B9,
132,メタモン,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%A1%E3%82%BF%E3%83%A2%E3%83%B3,
133,イーブイ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%A4%E3%83%BC%E3%83%96%E3%82%A4,
134,シャワーズ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%B7%E3%83%A3%E3%83%AF%E3%83%BC%E3%82%BA,
135,サンダース,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%B5%E3%83%B3%E3%83%80%E3%83%BC%E3%82%B9,
136,ブースター,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%96%E3%83%BC%E3%82%B9%E3%82%BF%E3%83%BC,
137,ポリゴン,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%9D%E3%83%AA%E3%82%B4%E3%83%B3,
138,オムナイト,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%AA%E3%83%A0%E3%83%8A%E3%82%A4%E3%83%88,
139,オムスター,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%AA%E3%83%A0%E3%82%B9%E3%82%BF%E3%83%BC,
140,カブト,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%AB%E3%83%96%E3%83%88,
141,カブトプス,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%AB%E3%83%96%E3%83%88%E3%83%97%E3%82%B9,
142,プテラ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%97%E3%83%86%E3%83%A9,
143,カビゴン,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%AB%E3%83%93%E3%82%B4%E3%83%B3,
144,フリーザー,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%95%E3%83%AA%E3%83%BC%E3%82%B6%E3%83%BC,
144,フリーザー(ガラルのすがた),FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%95%E3%83%AA%E3%83%BC%E3%82%B6%E3%83%BC,
145,サンダー,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%B5%E3%83%B3%E3%83%80%E3%83%BC,
145,サンダー(ガラルのすがた),FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%B5%E3%83%B3%E3%83%80%E3%83%BC,
146,ファイヤー,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%95%E3%82%A1%E3%82%A4%E3%83%A4%E3%83%BC,
146,ファイヤー(ガラルのすがた),FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%95%E3%82%A1%E3%82%A4%E3%83%A4%E3%83%BC,
147,ミニリュウ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%9F%E3%83%8B%E3%83%AA%E3%83%A5%E3%82%A6,
148,ハクリュー,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%8F%E3%82%AF%E3%83%AA%E3%83%A5%E3%83%BC,
149,カイリュー,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%82%AB%E3%82%A4%E3%83%AA%E3%83%A5%E3%83%BC,
150,ミュウツー,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%9F%E3%83%A5%E3%82%A6%E3%83%84%E3%83%BC,
151,ミュウ,FALSE,https://wiki.xn--rckteqa2e.com/wiki/%E3%83%9F%E3%83%A5%E3%82%A6,
